Year,ANZSCO,Occupation,Skill Level,Automation probability,Employed total,Share of workforce (%),Sub-Major Group,Major Group
1997,2621,"Database and Systems Administrators, and ICT Security Specialists",1,3,19863,0.24,ICT Professionals,Professionals
1997,2631,Computer Network Professionals,1,3,13947,0.17,ICT Professionals,Professionals
1997,2633,Telecommunications Engineering Professionals,1,2.5,7873,0.09,ICT Professionals,Professionals
1997,5412,Information Officers,4,95.9,41195,0.51,Inquiry Clerks and Receptionists,Clerical and Administrative Workers
1997,5421,Receptionists,4,91.6,133177,1.67,Inquiry Clerks and Receptionists,Clerical and Administrative Workers
1997,5411,Call or Contact Centre Workers,3,52.3,19034,0.23,Inquiry Clerks and Receptionists,Clerical and Administrative Workers
1997,2712,Judicial and Other Legal Professionals,1,11.8,5629,0.07,"Legal, Social and Welfare Professionals",Professionals
1997,2722,Ministers of Religion,1,1.3,16440,0.2,"Legal, Social and Welfare Professionals",Professionals
1997,2713,Solicitors,1,3.5,29847,0.37,"Legal, Social and Welfare Professionals",Professionals
1997,2721,Counsellors,1,5.2,10307,0.12,"Legal, Social and Welfare Professionals",Professionals
1997,2723,Psychologists,1,0.5,9091,0.11,"Legal, Social and Welfare Professionals",Professionals
1997,2724,Social Professionals,1,24.6,7188,0.09,"Legal, Social and Welfare Professionals",Professionals
1997,2725,Social Workers,1,3.7,10736,0.13,"Legal, Social and Welfare Professionals",Professionals
1997,2711,Barristers,1,3.5,2900,0.03,"Legal, Social and Welfare Professionals",Professionals
1997,2726,"Welfare, Recreation and Community Arts Workers",1,3.7,9456,0.11,"Legal, Social and Welfare Professionals",Professionals
1997,7111,"Clay, Concrete, Glass and Stone Processing Machine Operators",4,84.4,5282,0.06,Machine and Stationary Plant Operators,Machinery Operators and Drivers
1997,7119,Other Machine Operators,4,75.2,10990,0.13,Machine and Stationary Plant Operators,Machinery Operators and Drivers
1997,7112,Industrial Spraypainters,4,79.6,7440,0.09,Machine and Stationary Plant Operators,Machinery Operators and Drivers
1997,7122,"Drillers, Miners and Shot Firers",4,75,21780,0.27,Machine and Stationary Plant Operators,Machinery Operators and Drivers
1997,7121,"Crane, Hoist and Lift Operators",4,72,7959,0.1,Machine and Stationary Plant Operators,Machinery Operators and Drivers
1997,7123,Engineering Production Workers,4,81.8,53540,0.67,Machine and Stationary Plant Operators,Machinery Operators and Drivers
1997,7129,Other Stationary Plant Operators,4,61.7,17880,0.22,Machine and Stationary Plant Operators,Machinery Operators and Drivers
1997,7117,Textile and Footwear Production Machine Operators,4,71.7,11875,0.14,Machine and Stationary Plant Operators,Machinery Operators and Drivers
1997,7113,Paper and Wood Processing Machine Operators,4,80.1,10727,0.13,Machine and Stationary Plant Operators,Machinery Operators and Drivers
1997,7114,Photographic Developers and Printers,4,67.1,6872,0.08,Machine and Stationary Plant Operators,Machinery Operators and Drivers
1997,7116,Sewing Machinists,4,89,37909,0.47,Machine and Stationary Plant Operators,Machinery Operators and Drivers
1997,7115,Plastics and Rubber Production Machine Operators,4,87.9,18779,0.23,Machine and Stationary Plant Operators,Machinery Operators and Drivers
1997,7212,Earthmoving Plant Operators,4,93.2,37484,0.47,Mobile Plant Operators,Machinery Operators and Drivers
1997,7213,Forklift Drivers,4,91,38044,0.47,Mobile Plant Operators,Machinery Operators and Drivers
1997,7211,"Agricultural, Forestry and Horticultural Plant Operators",4,79,7513,0.09,Mobile Plant Operators,Machinery Operators and Drivers
1997,7219,Other Mobile Plant Operators,4,82.1,5949,0.07,Mobile Plant Operators,Machinery Operators and Drivers
1997,5512,Bookkeepers,4,97.7,92672,1.16,Numerical Clerks,Clerical and Administrative Workers
1997,5511,Accounting Clerks,4,97.2,175583,2.2,Numerical Clerks,Clerical and Administrative Workers
1997,5513,Payroll Clerks,4,97,24305,0.3,Numerical Clerks,Clerical and Administrative Workers
1997,5522,Credit and Loans Officers,4,90.1,15258,0.19,Numerical Clerks,Clerical and Administrative Workers
1997,5521,Bank Workers,4,97.8,87569,1.1,Numerical Clerks,Clerical and Administrative Workers
1997,5523,"Insurance, Money Market and Statistical Clerks",4,92.6,22428,0.28,Numerical Clerks,Clerical and Administrative Workers
1997,5121,Office Managers,2,1.4,63581,0.79,Office Managers and Program Administrators,Clerical and Administrative Workers
1997,5111,"Contract, Program and Project Administrators",2,34.7,21819,0.27,Office Managers and Program Administrators,Clerical and Administrative Workers
1997,5122,Practice Managers,2,60.2,5256,0.06,Office Managers and Program Administrators,Clerical and Administrative Workers
1997,5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",3,96.6,5637,0.07,Other Clerical and Administrative Workers,Clerical and Administrative Workers
1997,5995,Inspectors and Regulatory Officers,4,42.8,16303,0.2,Other Clerical and Administrative Workers,Clerical and Administrative Workers
1997,5997,Library Assistants,4,96.3,10021,0.12,Other Clerical and Administrative Workers,Clerical and Administrative Workers
1997,5999,Other Miscellaneous Clerical and Administrative Workers,4,67.3,11737,0.14,Other Clerical and Administrative Workers,Clerical and Administrative Workers
1997,5991,Conveyancers and Legal Executives,2,86.5,6327,0.07,Other Clerical and Administrative Workers,Clerical and Administrative Workers
1997,5912,Transport and Despatch Clerks,4,83.5,25427,0.31,Other Clerical and Administrative Workers,Clerical and Administrative Workers
1997,5911,Purchasing and Supply Logistics Clerks,4,75.3,69577,0.87,Other Clerical and Administrative Workers,Clerical and Administrative Workers
1997,5993,Debt Collectors,4,95,7765,0.09,Other Clerical and Administrative Workers,Clerical and Administrative Workers
1997,5992,Court and Legal Clerks,3,87.5,9008,0.11,Other Clerical and Administrative Workers,Clerical and Administrative Workers
1997,5994,Human Resource Clerks,4,90,13879,0.17,Other Clerical and Administrative Workers,Clerical and Administrative Workers
1997,8912,Shelf Fillers,5,64,57828,0.72,Other Labourers,Labourers
1997,8993,Handypersons,5,65.4,21496,0.27,Other Labourers,Labourers
1997,8992,Deck and Fishing Hands,4,69.4,7546,0.09,Other Labourers,Labourers
1997,8911,Freight and Furniture Handlers,5,76.7,11490,0.14,Other Labourers,Labourers
1997,8994,Motor Vehicle Parts and Accessories Fitters,4,66.6,10588,0.13,Other Labourers,Labourers
1997,8997,Vending Machine Attendants,5,89.2,3714,0.04,Other Labourers,Labourers
1997,8991,Caretakers,5,66,5636,0.07,Other Labourers,Labourers
1997,8999,Other Miscellaneous Labourers,5,75.1,36573,0.45,Other Labourers,Labourers
1997,8995,Printing Assistants and Table Workers,4,80.4,7362,0.09,Other Labourers,Labourers
1997,8996,Recycling and Rubbish Collectors,5,78,3519,0.04,Other Labourers,Labourers
1997,3942,Wood Machinists and Other Wood Trades Workers,3,90.7,9791,0.12,Other Technicians and Trades Workers,Technicians and Trades Workers
1997,3999,Other Miscellaneous Technicians and Trades Workers,3,46.6,7521,0.09,Other Technicians and Trades Workers,Technicians and Trades Workers
1997,3991,Boat Builders and Shipwrights,3,76,3683,0.04,Other Technicians and Trades Workers,Technicians and Trades Workers
1997,3995,Performing Arts Technicians,3,49.6,9034,0.11,Other Technicians and Trades Workers,Technicians and Trades Workers
1997,3996,Signwriters,3,93.3,5169,0.06,Other Technicians and Trades Workers,Technicians and Trades Workers
1997,3992,"Chemical, Gas, Petroleum and Power Generation Plant Operators",3,60.3,8769,0.11,Other Technicians and Trades Workers,Technicians and Trades Workers
1997,3994,Jewellers,3,95,5180,0.06,Other Technicians and Trades Workers,Technicians and Trades Workers
1997,3921,Print Finishers and Screen Printers,3,90.1,8710,0.1,Other Technicians and Trades Workers,Technicians and Trades Workers
1997,3922,Graphic Pre-press Trades Workers,3,74.8,10118,0.12,Other Technicians and Trades Workers,Technicians and Trades Workers
1997,3911,Hairdressers,3,15.8,40089,0.5,Other Technicians and Trades Workers,Technicians and Trades Workers
1997,3993,"Gallery, Library and Museum Technicians",2,90.7,5499,0.06,Other Technicians and Trades Workers,Technicians and Trades Workers
1997,3931,Canvas and Leather Goods Makers,3,69.9,7443,0.09,Other Technicians and Trades Workers,Technicians and Trades Workers
1997,3933,Upholsterers,3,39,5402,0.06,Other Technicians and Trades Workers,Technicians and Trades Workers
1997,3941,Cabinetmakers,3,91.3,27986,0.35,Other Technicians and Trades Workers,Technicians and Trades Workers
1997,3932,Clothing Trades Workers,3,80.9,10458,0.13,Other Technicians and Trades Workers,Technicians and Trades Workers
1997,3923,Printers,3,83,25372,0.31,Other Technicians and Trades Workers,Technicians and Trades Workers
1997,5212,Secretaries,3,95.4,140133,1.76,Personal Assistants and Secretaries,Clerical and Administrative Workers
1997,5211,Personal Assistants,3,85.1,80983,1.01,Personal Assistants and Secretaries,Clerical and Administrative Workers
1997,4421,Prison Officers,4,54.6,6320,0.07,Protective Service Workers,Community and Personal Service Workers
1997,4412,Fire and Emergency Workers,3,19,11423,0.14,Protective Service Workers,Community and Personal Service Workers
1997,4422,Security Officers and Guards,5,83.1,35879,0.45,Protective Service Workers,Community and Personal Service Workers
1997,4413,Police,2,10.4,43793,0.55,Protective Service Workers,Community and Personal Service Workers
1997,7321,Delivery Drivers,4,78.7,34738,0.43,Road and Rail Drivers,Machinery Operators and Drivers
1997,7312,Bus and Coach Drivers,4,82.3,27627,0.34,Road and Rail Drivers,Machinery Operators and Drivers
1997,7331,Truck Drivers,4,78.4,143212,1.8,Road and Rail Drivers,Machinery Operators and Drivers
1997,7311,Automobile Drivers,4,78.7,31450,0.39,Road and Rail Drivers,Machinery Operators and Drivers
1997,7313,Train and Tram Drivers,4,75.8,11683,0.14,Road and Rail Drivers,Machinery Operators and Drivers
1997,6214,Pharmacy Sales Assistants,5,92.3,27579,0.34,Sales Assistants and Salespersons,Sales Workers
1997,6217,Street Vendors and Related Salespersons,5,94,25724,0.32,Sales Assistants and Salespersons,Sales Workers
1997,6219,Other Sales Assistants and Salespersons,5,96.2,3292,0.04,Sales Assistants and Salespersons,Sales Workers
1997,6216,Service Station Attendants,5,75.5,11145,0.14,Sales Assistants and Salespersons,Sales Workers
1997,6213,Motor Vehicle and Vehicle Parts Salespersons,4,92.3,17544,0.22,Sales Assistants and Salespersons,Sales Workers
1997,6215,Retail Supervisors,4,28,15021,0.18,Sales Assistants and Salespersons,Sales Workers
1997,6212,ICT Sales Assistants,5,92.3,13590,0.17,Sales Assistants and Salespersons,Sales Workers
1997,6211,Sales Assistants (General),5,91.7,425369,5.35,Sales Assistants and Salespersons,Sales Workers
1997,6121,Real Estate Sales Agents,3,79.5,52718,0.66,Sales Representatives and Agents,Sales Workers
1997,6111,"Auctioneers, and Stock and Station Agents",3,34.7,5033,0.06,Sales Representatives and Agents,Sales Workers
1997,6112,Insurance Agents,3,88.5,10973,0.13,Sales Representatives and Agents,Sales Workers
1997,6113,Sales Representatives,4,77.9,82775,1.04,Sales Representatives and Agents,Sales Workers
1997,6392,Retail and Wool Buyers,3,64.1,3580,0.04,Sales Support Workers,Sales Workers
1997,6391,Models and Sales Demonstrators,5,54.4,11785,0.14,Sales Support Workers,Sales Workers
1997,6311,Checkout Operators and Office Cashiers,5,96.9,98518,1.23,Sales Support Workers,Sales Workers
1997,6395,Visual Merchandisers,4,28.4,5625,0.07,Sales Support Workers,Sales Workers
1997,6399,Other Sales Support Workers,5,78.6,1622,0.02,Sales Support Workers,Sales Workers
1997,6393,Telemarketers,5,99,12920,0.16,Sales Support Workers,Sales Workers
1997,6394,Ticket Salespersons,5,93.2,14669,0.18,Sales Support Workers,Sales Workers
1997,3612,Shearers,3,61.8,7452,0.09,Skilled Animal and Horticultural Workers,Technicians and Trades Workers
1997,3611,Animal Attendants and Trainers,3,73.9,8590,0.1,Skilled Animal and Horticultural Workers,Technicians and Trades Workers
1997,3621,Florists,3,40,6415,0.08,Skilled Animal and Horticultural Workers,Technicians and Trades Workers
1997,3624,Nurserypersons,3,66,6499,0.08,Skilled Animal and Horticultural Workers,Technicians and Trades Workers
1997,3613,Veterinary Nurses,3,42.6,3437,0.04,Skilled Animal and Horticultural Workers,Technicians and Trades Workers
1997,3622,Gardeners,3,66,36105,0.45,Skilled Animal and Horticultural Workers,Technicians and Trades Workers
1997,3623,Greenkeepers,3,66,13549,0.17,Skilled Animal and Horticultural Workers,Technicians and Trades Workers
1997,1333,"Importers, Exporters and Wholesalers",1,23.9,14310,0.17,Specialist Managers,Managers
1997,1321,Corporate Services Managers,1,38.9,3576,0.04,Specialist Managers,Managers
1997,1311,"Advertising, Public Relations and Sales Managers",1,1.5,68406,0.86,Specialist Managers,Managers
1997,1335,Production Managers,1,5.5,37608,0.47,Specialist Managers,Managers
1997,1331,Construction Managers,1,9.5,37989,0.47,Specialist Managers,Managers
1997,1325,Research and Development Managers,1,1.7,6671,0.08,Specialist Managers,Managers
1997,1332,Engineering Managers,1,25,6498,0.08,Specialist Managers,Managers
1997,1334,Manufacturers,1,3,23154,0.29,Specialist Managers,Managers
1997,1324,Policy and Planning Managers,1,25,15059,0.18,Specialist Managers,Managers
1997,1344,Other Education Managers,1,0.7,4775,0.06,Specialist Managers,Managers
1997,1343,School Principals,1,0.7,9786,0.12,Specialist Managers,Managers
1997,1351,ICT Managers,1,3.5,16553,0.2,Specialist Managers,Managers
1997,1399,Other Specialist Managers,1,13.1,19501,0.24,Specialist Managers,Managers
1997,1391,Commissioned Officers (Management),1,25,1282,0.01,Specialist Managers,Managers
1997,1342,Health and Welfare Services Managers,1,5,5010,0.06,Specialist Managers,Managers
1997,1323,Human Resource Managers,1,11.3,18895,0.23,Specialist Managers,Managers
1997,1322,Finance Managers,1,6.9,34040,0.42,Specialist Managers,Managers
1997,1341,Child Care Centre Managers,1,1.5,4912,0.06,Specialist Managers,Managers
1997,1336,"Supply, Distribution and Procurement Managers",1,59,11970,0.15,Specialist Managers,Managers
1997,4521,Fitness Instructors,4,8.3,7007,0.08,Sports and Personal Service Workers,Community and Personal Service Workers
1997,4522,Outdoor Adventure Guides,4,8.3,415,0,Sports and Personal Service Workers,Community and Personal Service Workers
1997,4515,Personal Care Consultants,4,35.1,2633,0.03,Sports and Personal Service Workers,Community and Personal Service Workers
